                                                                 BALANCE DE SUMAS Y SALDOS
EMPRESA: MAKE-OPTIC, SL                                                                                     FECHA: 20/08/2026
Condición: Desde la SUBCUENTA 1000000000 a la 7999999999
           En el PERIODO del 01/01/2023 al 31/12/2023


Subcuenta      Nombre de la Subcuenta                             Saldo Inicial        Debe        Haber                Saldo
           En el PERIODO del 01/01/2023 al 31/12/2023


Subcuenta      Nombre de la Subcuenta                          Saldo Inicial          Debe          Haber                Saldo

                             SUMA ANTERIOR.......                      0,00    2.860.723,57   2.860.723,57                0,00

6260000000     SERVICIOS BANCARIOS Y SIMILARES                         0,00        2.541,15       2.541,15                0,00
6270           PUBLICIDAD, PROPAGANDA Y RELACIONES PÚBLICAS            0,00        5.595,00       5.595,00                0,00
6270000000     PUBLICIDAD, PROPAGANDA Y RELACIONES PÚBLICAS            0,00        5.595,00       5.595,00                0,00
6280           SUMINISTROS                                             0,00        7.974,23       7.974,23                0,00
6280000000     SUMINISTROS                                             0,00          167,76         167,76                0,00
6280000001     TELEFONO                                                0,00        4.816,32       4.816,32                0,00
6280000003     LUZ                                                     0,00        2.990,15       2.990,15                0,00
6290           OTROS SERVICIOS                                         0,00        2.324,43       2.324,43                0,00
6290000000     OTROS SERVICIOS                                         0,00        2.324,43       2.324,43                0,00
6300           IMPUESTO CORRIENTE                                      0,00       13.897,27      13.897,27                0,00
6300000000     IMPUESTO CORRIENTE                                      0,00       13.897,27      13.897,27                0,00
6400           SUELDOS Y SALARIOS                                      0,00      144.928,28     144.928,28                0,00
6400000000     SUELDOS Y SALARIOS                                      0,00      144.928,28     144.928,28                0,00
6420           SEGURIDAD SOCIAL A CARGO DE LA EMPRESA                  0,00       28.007,52      28.007,52                0,00
6420000000     SEGURIDAD SOCIAL A CARGO DE LA EMPRESA                  0,00       28.007,52      28.007,52                0,00
6690           OTROS GASTOS FINANCIEROS                                0,00          248,98         248,98                0,00
6690000000     OTROS GASTOS FINANCIEROS                                0,00          248,98         248,98                0,00
6810           AMORTIZACIÓN DEL INMOVILIZADO MATERIAL                  0,00        3.112,78       3.112,78                0,00
6810000000     AMORTIZACIÓN DEL INMOVILIZADO MATERIAL                  0,00        1.321,03       1.321,03                0,00
6810000001     AMORT.INMOV.MATERIAL                                    0,00        1.791,75       1.791,75                0,00
7000           VENTAS DE MERCADERÍAS                                   0,00      431.080,33     431.080,33                0,00
7000000000     VENTAS DE MERCADERÍAS                                   0,00      304.219,57     304.219,57                0,00
7000000001     INGRESOS                                                0,00      126.860,76     126.860,76                0,00
7080           DEVOLUCIONES DE VENTAS DE MERCADERÍAS                   0,00            0,00           0,00                0,00
7080000000     DEVOLUCIONES DE VENTAS DE MERCADERÍAS                   0,00            0,00           0,00                0,00

                                   SUMA TOTAL.......                   0,00    3.500.433,54   3.500.433,54                0,00




BALANCE DE SUMAS Y SALDOS                                                                                            Página 5

